ID2,Latitude,Longitude,Elevation,TopographicWetnessIndex,RelativeSlopePosition,RootDepth,RelativeYieldCV
95,46.7797168211018,-117.0880730425438,774.66967,7.760214,0.0,31.0,0.24006419544246424
96,46.77970000102484,-117.08766300000228,779.35803,5.21943,0.038645,,0.2579698668051864
97,46.779873001026864,-117.08724500000609,781.75264,4.978904,0.079001,52.0,0.27415899543506433
98,46.77985000102186,-117.0868270000029,787.55302,5.273765,0.228799,,0.160470533721875
99,46.779935001021464,-117.08640899999496,790.2424,4.909111,0.300903,106.0,0.16324761264619733
100,46.77990500101876,-117.08599100000292,790.956,5.952644,0.311509,,0.3009450694399163
101,46.77981000102529,-117.08557300000022,790.10417,7.772982,0.275114,103.0,0.15740668634812063
102,46.779928001022185,-117.08515500000097,788.3656,6.815614,0.205777,,0.1424852772951312
103,46.7797760010183,-117.0847370000023,789.63455,6.33719,0.240754,59.0,0.19056920215970286
104,46.77988297285482,-117.08434521729102,788.65984,6.342302,0.204443,,0.17630102163236186
105,46.779818001020466,-117.08390099999761,788.61976,6.894076,0.20732,20.0,0.30406177562641673
106,46.77988100102125,-117.08348299999984,787.84616,6.190187,0.186503,,0.22832347771708203
107,46.77980200101883,-117.08306500000262,790.17416,5.986621,0.270123,65.0,0.2970870471410824
108,46.77987100102221,-117.08264700000353,791.75015,5.953065,0.325435,,0.19746644373435726
109,46.779879766154906,-117.08219347622689,794.43229,5.420026,0.413342,100.0,0.19486626415920225
110,46.77967045146464,-117.08175330907534,795.97493,5.665245,0.464379,,0.15118752056786133
111,46.77984900102093,-117.08139300000535,797.45395,5.068015,0.511986,113.0,0.15995719009118153
112,46.779851001026834,-117.08097499999963,798.00956,5.549281,0.531409,,0.09794145323630614
113,46.779690627313805,-117.08053908579693,796.54713,6.40557,0.487111,88.0,0.12974189692658716
114,46.77997000102541,-117.08013900000395,800.88477,6.082327,0.622987,,0.21009994799769016
115,46.77992462718727,-117.07970308597861,802.23909,5.940961,0.664613,87.0,0.2058413376226176
116,46.779905001025085,-117.07930300000693,802.09807,6.156828,0.658362,,0.15759957741738437
117,46.779826001019714,-117.07888500000614,803.58354,6.435161,0.700036,118.0,0.14833072799280647
118,46.77983800102041,-117.07846699999533,805.09826,6.233661,0.743257,,0.26496559729055147
119,46.7798266350497,-117.0780191599871,806.49696,6.360154,0.78433,63.0,0.1375875546521208
120,46.779780001022154,-117.07763099999524,808.84997,5.442405,0.853709,,0.18900699110053285
121,46.77994400102152,-117.07721300000188,811.62003,4.352314,0.935767,,0.24135151729608464
122,46.77998600102316,-117.0876990000053,775.59142,6.761157,0.0,,0.2331334619856939
123,46.780159001021815,-117.0872809999952,777.56402,6.48648,0.000265,97.0,0.2265065290170369
124,46.78013600102326,-117.08686300000319,783.38339,4.869468,0.116934,,0.21344484152964452
125,46.78022100102389,-117.08644500000065,786.99045,4.845404,0.21204,45.0,0.08013048895792795
126,46.7801838163782,-117.08601127492992,789.20558,5.370398,0.263712,,0.3484044580646795
127,46.7800888163282,-117.08559327501236,789.09303,6.082421,0.244637,50.0,0.18933250737069335
128,46.78021400102288,-117.08519100000338,786.88841,7.915747,0.162535,,0.2373704926186997
129,46.78006200102293,-117.08477299999444,787.49994,6.675607,0.167935,37.0,0.16298209152111176
130,46.78015100101973,-117.084355,786.39281,6.598763,0.125326,,0.3155132790467536
131,46.78010400102459,-117.08393700000592,785.4342,7.462462,0.097138,75.0,0.2405055711530286
132,46.780167001018526,-117.08351899999869,785.24054,6.988595,0.10049,,0.2137671511065187
133,46.78008800102537,-117.08310100000111,786.21054,7.723865,0.142072,95.0,0.4594620267475776
134,46.78015700102161,-117.0826829999966,789.55224,6.926371,0.257335,,0.18557573868950347
135,46.780194001025116,-117.08226500000417,791.79687,5.457155,0.332209,114.0,0.15743590683026143
136,46.779996001025395,-117.08184700000054,796.55165,4.85465,0.482124,,0.16836539245025356
137,46.780147273768776,-117.08145287173868,798.32072,4.722677,0.539312,76.0,0.18693043688590416
138,46.780137001021494,-117.08101100000735,800.78645,4.8076,0.617252,,0.22949026318856047
139,46.779993001020294,-117.08059299999753,799.78146,5.375471,0.587458,75.0,0.19921545827039186
140,46.780256001024725,-117.08017500000112,804.87263,5.231658,0.746348,,0.18181163496586178
141,46.78022700102292,-117.07975700000506,805.8886,5.424448,0.778404,54.0,0.17575104934742736
142,46.78019100102029,-117.07933900000059,807.1254,5.450209,0.816658,,0.10342572919197343
143,46.78010382020986,-117.07890309813182,806.5341,5.664093,0.793089,42.0,0.16475215354313608
144,46.7801240010206,-117.07850299999723,807.62423,5.73116,0.819876,,0.11282004152740822
145,46.780129001025166,-117.07808499999919,809.42597,5.596015,0.869593,32.0,0.14265775079505694
146,46.78006600102689,-117.07766699999833,810.57072,5.243762,0.90587,,0.26750696277678665
147,46.78023000102337,-117.07724899999799,809.8432,4.693294,0.885962,48.0,0.33826382133325106
148,46.780004001021396,-117.07683099999667,804.1992,4.887796,0.714932,,0.1824126578508488
149,46.78042200102673,-117.08710299999959,777.84304,6.155998,0.001789,90.0,0.20462582603706472
150,46.78050700102656,-117.08668499999581,780.12395,5.798998,0.042244,,0.28625421537788803
151,46.780455443251945,-117.08622506234202,784.40291,5.178886,0.142751,78.0,0.13069567596275583
152,46.78037121813405,-117.08583326918172,787.98457,5.451385,0.22597,,0.27656743570063513
153,46.78050000101819,-117.08543099999457,787.16615,4.867376,0.178845,120.0,0.21323258104859194
154,46.7803480010202,-117.08501300000374,785.60383,8.958674,0.113254,,0.21251641954191336
155,46.78043700102502,-117.08459499999967,784.9038,6.51943,0.079167,49.0,0.17743860420853164
156,46.78039000102665,-117.08417700000633,783.47629,7.161056,0.02581,,0.2949488608574449
157,46.78045300102088,-117.08375900000476,783.1708,10.340117,0.02253,89.0,0.25926933201242297
158,46.780374001026104,-117.08334099999651,785.93704,4.728409,0.132707,,0.2391154029205611
159,46.78044300102234,-117.08292299999815,789.30084,4.005352,0.247101,57.0,0.17564089195873436
160,46.78048000101844,-117.08250500000041,789.52486,4.24829,0.260212,,0.22234605665958468
161,46.780282001023004,-117.08208700000667,790.96468,5.744184,0.307699,103.0,0.2693911711245188
162,46.78040872831888,-117.08164512808385,792.66681,5.271703,0.363256,,0.25942577641953735
163,46.78042300101895,-117.08125099999985,796.8419,4.91751,0.494312,122.0,0.23642460935153004
164,46.78027900101937,-117.08083300000449,802.95028,4.538209,0.685049,,0.1816276526888297
165,46.78054200102314,-117.080415,805.35064,4.567345,0.759251,96.0,0.2447795182245271
166,46.78051300102622,-117.07999700000614,808.50072,4.693932,0.857538,,0.20516573549529266
167,46.78047700101982,-117.07957899999899,810.27998,4.625368,0.914475,81.0,0.17293008348337685
168,46.78039800102211,-117.07916100000034,809.93141,5.056565,0.905772,,0.13149524053170877
169,46.78041000102136,-117.07874299999948,811.19077,4.831871,0.932381,56.0,0.28093086279991675
170,46.78041500102012,-117.07832499999782,812.25548,4.743848,0.953826,,0.2620920855115107
171,46.78035200101943,-117.07790700000515,812.32049,4.856355,0.950191,82.0,0.1530785911189509
172,46.78051600102017,-117.07748900000142,813.39,4.105012,0.990449,,0.26157294266932446
173,46.780290001023914,-117.0770710000034,807.25037,4.799661,0.808423,53.0,0.14592473150301236
174,46.780414001018336,-117.07665300000482,798.96801,6.255396,0.558828,,0.12208789423513784
175,46.78070800102306,-117.08687899999964,777.24057,7.31079,0.0,69.0,0.25887156863992916
176,46.780800969857545,-117.08647677946803,779.56239,5.70468,0.028765,,0.2639351537855522
177,46.780763001021384,-117.08604300000437,782.5407,4.915942,0.085193,123.0,0.23019390239769955
178,46.78066800102458,-117.08562500000122,785.41376,4.689125,0.140781,,0.14856839917537573
179,46.78078600102208,-117.08520700000177,782.82807,5.33631,0.042268,68.0,0.2673880103130317
180,46.78063400102345,-117.08478899999893,782.87998,7.931755,0.027245,,0.22285189232400726
181,46.780723001024384,-117.08437100000695,782.59512,9.476251,0.010291,75.0,0.210538692462056
182,46.78065692357002,-117.08392119332618,783.03546,10.360376,0.020803,,0.2350019707692762
183,46.78073900102073,-117.08353499999944,784.36259,7.800053,0.08517,89.0,0.24437237543819948
184,46.78066000102156,-117.08311700000448,785.04902,9.583561,0.113149,,0.3128341834374355
185,46.780729001023964,-117.08269899999621,785.63683,12.626961,0.13878,62.0,0.33204887966328
186,46.780766001018826,-117.0822810000031,786.51063,10.800831,0.170621,,0.3003229023355734
187,46.78056800102505,-117.08186300000446,789.27142,5.686534,0.257821,22.0,0.2915706681679531
188,46.78070700101816,-117.08144500000691,790.7154,5.402474,0.3047,,0.16052747905952622
189,46.780709001024164,-117.08102700000461,794.82197,5.260359,0.432864,116.0,0.12265990391622976
190,46.7805650010235,-117.08060900000348,802.32856,4.640737,0.665548,,0.15334906663606473
191,46.780828001023636,-117.08019099999795,804.97005,5.206304,0.746207,55.0,0.16898414987338178
192,46.78079900101983,-117.07977300000697,809.7201,4.888593,0.89308,,0.1862453738239272
193,46.780763001024894,-117.07935500000538,811.73756,4.589816,0.958012,82.0,0.12704171679979545
194,46.78066353460133,-117.07891311662934,812.66075,4.773118,0.988426,,0.2487229056780063
195,46.78069600102212,-117.0785189999963,812.92161,4.255499,0.983565,92.0,0.17376351846952462
196,46.78070100102127,-117.07810100000079,812.66854,4.800138,0.967568,,0.14144635223462174
197,46.78063800102442,-117.07768299999447,812.53964,4.308584,0.964659,120.0,0.250138092542494
198,46.78080200102653,-117.07726500000663,809.00999,4.09874,0.862107,,0.2604695936397964
199,46.78057600102436,-117.0768470000018,801.72212,5.351138,0.642073,85.0,0.19276755778243462
200,46.7810531041289,-117.08662619511259,777.48677,8.608656,0.0,,0.31658140463614476
201,46.78104900101982,-117.08624199999605,778.39879,6.720566,0.002377,23.0,0.2869386616600062
202,46.780954001025414,-117.08582399999621,780.13933,12.230056,0.0,,0.29082501067255695
203,46.7810720010237,-117.08540600000046,782.08984,5.112013,0.036487,17.0,0.19444747483801617
204,46.78092000102132,-117.084988,781.60366,14.157762,0.0,,0.24033296954551953
205,46.7810090010245,-117.0845699999964,782.32847,7.301276,0.022363,84.0,0.31422264219976276
206,46.780962001020185,-117.08415199999891,783.64861,5.856217,0.059803,,0.22959388354183768
207,46.78103937859421,-117.08375497412317,785.69607,7.413548,0.13366,70.0,0.17939851492024236
208,46.78094600102684,-117.08331599999822,786.12282,5.436714,0.150726,,0.19978128678055382
209,46.78101500102347,-117.0828979999961,788.0966,4.680262,0.217146,20.0,0.15300699561532702
210,46.78105200102319,-117.08247999999585,787.76629,7.196136,0.209559,,0.1854106488303513
211,46.78085400101896,-117.08206200000018,787.07444,9.017386,0.189416,93.0,0.3093663733033728
212,46.78099300102081,-117.08164400000526,788.79206,6.768814,0.245056,,0.2907272791697194
213,46.78099500102441,-117.08122599999759,789.71586,9.529011,0.275324,86.0,0.3242698742532002
214,46.78085100101959,-117.08080800000229,794.88658,5.044813,0.435392,,0.25203464162114786
215,46.78111806407675,-117.0804377133795,797.57947,5.63238,0.518247,88.0,0.21273656773324004
216,46.78108500102662,-117.07997200000571,804.15446,5.563883,0.719664,,0.2437036678839438
217,46.78104900102217,-117.0795540000026,808.33873,5.102017,0.847622,17.0,0.2968826796032264
218,46.780970001021714,-117.07913600000109,810.11323,5.325496,0.901225,,0.14072779814441347
219,46.7809820010181,-117.07871799999579,809.46387,5.582726,0.878946,44.0,0.15544577292833667
220,46.78098700102369,-117.078300000006,808.42796,5.431855,0.845412,,0.1884679265024304
221,46.78092400101866,-117.0778820000033,807.66333,5.455618,0.821513,28.0,0.13058883082261474
222,46.781088001019285,-117.07746400000546,804.39722,5.456205,0.72348,,0.12012003402659391
223,46.78086200102609,-117.07704600000518,804.78717,4.078937,0.734974,17.0,0.16127701102476769
224,46.780986001024395,-117.07662800000426,797.74784,5.086631,0.522451,,0.20608043037047227
225,46.781365001025726,-117.08629499999776,778.20955,9.956264,0.0,16.0,0.4407871042081631
226,46.78132061990907,-117.08586126317898,780.07899,5.078803,0.024413,,0.17859366337118068
227,46.781222029446795,-117.0854327816843,784.90429,4.358179,0.133473,21.0,0.20044664944452825
228,46.781358001018205,-117.08504099999955,788.95963,4.123615,0.250683,,0.3870491579023626
229,46.78120600102214,-117.08462300000416,784.78696,6.141471,0.109564,24.0,0.2119979670533735
230,46.78129500101944,-117.08420500000298,788.57501,4.602201,0.228905,,0.13704281221988615
231,46.78124800102513,-117.08378699999597,788.1817,5.109734,0.216213,107.0,0.19124952277813512
232,46.78127044330993,-117.08328225489855,789.47554,6.489603,0.260696,,0.19102163167221092
233,46.78123200102087,-117.08295099999988,790.82853,4.75812,0.302828,100.0,0.19339788240579872
234,46.78130100102162,-117.08253300000429,791.50637,5.983047,0.326649,,0.540610884964507
235,46.781338001018085,-117.08211500000385,791.77861,6.329433,0.336403,41.0,0.16252403849455152
236,46.78114000102256,-117.08169699999625,789.75902,6.364331,0.275083,,0.1953182573440797
237,46.781263476141085,-117.08124366991402,792.85795,6.101799,0.37207,116.0,0.22768180178510125
238,46.7812810010181,-117.08086099999946,793.04941,6.837162,0.378446,,0.12565536207746109
239,46.78115337893035,-117.08045495122909,797.57947,5.63238,0.518247,69.0,0.1941194997066389
240,46.78144636077861,-117.08011052759768,802.09299,5.447623,0.655607,,0.3147827773182354
241,46.781371001020666,-117.07960700000467,805.9485,5.313791,0.77302,56.0,0.2659880980798379
242,46.78133500102568,-117.07918899999638,806.93986,5.99294,0.80285,,0.18510287212898935
243,46.78125600101886,-117.07877100000488,806.91598,5.92303,0.801506,85.0,0.1906432516806576
244,46.781292555963994,-117.07838881623576,803.50849,5.778028,0.697426,,0.2455177727764277
245,46.78127300102627,-117.07793500000122,801.37823,5.835485,0.632534,65.0,0.20490715938320553
246,46.781210001023084,-117.07751700000532,802.84238,5.507244,0.676654,,0.10961115415380798
247,46.78137400102303,-117.07709900000137,798.84794,4.69022,0.556098,50.0,0.13222197028749558
248,46.781164375330334,-117.07669891350764,798.19622,4.723619,0.536167,,0.2513135663337233
249,46.781526001019856,-117.085864,779.23279,5.731462,0.004139,76.0,0.2516645572200123
250,46.78164400102604,-117.08544600000258,782.31458,4.639962,0.068579,,0.18841248538175093
251,46.78149200102263,-117.08502800000613,789.89681,4.46216,0.280734,35.0,0.38558692025506114
252,46.78155583667526,-117.08457853252722,791.00018,4.575633,0.310625,,0.23102710100919224
253,46.78153400102073,-117.08419199999919,791.68859,4.570053,0.330153,17.0,0.27952839797394896
254,46.781597001020344,-117.08377400000576,790.24024,7.066482,0.285871,,0.18761192294083362
255,46.781518001023464,-117.0833560000013,790.11216,6.172278,0.281824,136.0,0.13321327021835677
256,46.781587001023894,-117.082938,793.36503,6.143263,0.384072,,0.32517013697681035
257,46.78162400102165,-117.0825200000022,795.59463,5.470675,0.45376,60.0,0.1998913497410561
258,46.781426001021025,-117.08210200000202,792.72033,6.19277,0.365637,,0.18913566134619056
259,46.78156500101968,-117.08168399999502,796.0814,5.612252,0.470031,79.0,0.2511049430334954
260,46.7815670010248,-117.08126600000287,796.98399,5.070022,0.498343,,0.19555314243828714
261,46.78142300101819,-117.0808480000046,794.77354,6.258095,0.431456,60.0,0.1622254248020006
262,46.781686001023246,-117.08043000000379,801.2579,4.836276,0.629761,,0.11682222657345334
263,46.781657001023234,-117.080012000003,803.46179,5.302449,0.697003,18.0,0.18252801821623985
264,46.78162100102414,-117.07959399999982,804.58005,5.597537,0.73101,,0.222443950293255
265,46.781533820252285,-117.0791580976246,804.7154,5.629346,0.734805,30.0,0.2962969850327559
266,46.7815540010213,-117.07875799999664,803.21344,5.693501,0.688774,,0.1992234930249935
267,46.781559001019154,-117.07833999999839,800.08599,6.35443,0.593722,71.0,0.18085602695241962
268,46.78149600102221,-117.07792200000148,797.53769,7.242601,0.516402,,0.2315863450855862
269,46.78166000102613,-117.07750399999725,793.63627,8.097138,0.398485,29.0,0.3137700452825088
270,46.78143400102135,-117.0770859999977,798.84794,4.69022,0.556098,,0.16954783761360348
271,46.781558001017984,-117.07666799999949,795.21301,4.693729,0.446351,30.0,0.2271819889725442
272,46.781812001020555,-117.08558999999705,779.56862,6.985462,0.0,,0.3203654416049261
273,46.78193000101877,-117.08517200000516,784.1183,5.376837,0.110103,47.0,0.28597215460401154
274,46.78177800102105,-117.08475400000643,790.26839,4.436235,0.291489,,0.21216007302145443
275,46.78187778025211,-117.08435696899473,790.41791,5.313198,0.294314,24.0,0.09718585969728004
276,46.78182000102206,-117.08391799999757,791.01807,6.362683,0.312321,,0.13730750048596893
277,46.7818830010255,-117.0835,791.69043,6.965098,0.333149,89.0,0.26713892354125707
278,46.78180400102164,-117.08308200000337,793.6308,6.222338,0.393098,,0.12763439273497917
279,46.78185936767227,-117.0826500763843,796.18133,5.738643,0.472006,116.0,0.15753097411880626
280,46.781910001019476,-117.0822460000056,798.211,5.614014,0.534797,,0.19172530631970017
281,46.78170481581104,-117.08181227504305,797.10636,5.43569,0.50128,55.0,0.176813632199662
282,46.78185100102554,-117.08140999999728,800.05095,5.407626,0.591942,,0.17001677874373267
283,46.78185300101958,-117.08099199999558,800.41248,5.187931,0.603338,105.0,0.2134203779106156
284,46.78170900101827,-117.08057400000695,800.39106,4.851213,0.603235,,0.21323655727155696
285,46.78197200102603,-117.08015599999749,802.14926,5.691321,0.656649,21.0,0.1469971596489758
286,46.78194300102551,-117.0797380000001,801.77561,6.125391,0.64529,,0.17788762262409719
287,46.78190700102626,-117.07931999999651,801.2015,6.145649,0.627817,60.0,0.17361001083849611
288,46.78180208545271,-117.07886618635777,801.26879,5.875806,0.629818,,0.24036056860383836
289,46.781840001022864,-117.07848400000653,799.96116,5.085548,0.590106,44.0,0.33187102372939614
290,46.78184500101849,-117.07806599999665,796.88926,4.189477,0.497007,,0.17845920190241876
291,46.78178200102276,-117.07764800000513,793.83637,7.580817,0.404561,49.0,0.1755722726323054
292,46.78194600102542,-117.07722999999591,791.71711,8.131754,0.340622,,0.2935972019090469
293,46.7817200010211,-117.07681200000228,793.71333,4.920618,0.401065,79.0,0.16609977998681472
297,46.78209800102601,-117.08553600000211,780.48772,5.682426,0.007405,70.0,0.21211854968607338
298,46.78221600101887,-117.08511799999837,782.88052,5.714722,0.071217,,0.21613901251394982
299,46.782064001020366,-117.08470000000688,786.51728,5.889342,0.178353,104.0,0.2905917932087991
300,46.78215300102395,-117.08428200000486,788.11355,6.260431,0.225614,,0.12097812148903146
301,46.78210600102041,-117.08386399999657,791.29203,6.044626,0.32236,61.0,0.1457491863858834
302,46.78215461957971,-117.08343026358007,793.31372,5.792485,0.384284,,0.1272515452191862
303,46.78207921774711,-117.08301226924861,794.97342,6.391704,0.435294,78.0,0.15475551184600547
304,46.78215900102302,-117.08261000000685,796.59196,6.891579,0.485234,,0.16558147057183373
305,46.78219600102461,-117.08219199999574,798.20222,5.96506,0.534735,101.0,0.07075262805590353
306,46.78199800102457,-117.08177400000419,799.96649,5.493647,0.58893,,0.2338678638711715
307,46.78213700102579,-117.08135599999451,801.47287,5.305012,0.635339,83.0,0.20091433797154581
308,46.78213900102032,-117.08093800000442,801.99083,5.126271,0.651381,,0.21308361560194786
309,46.78197702464153,-117.08049902100093,802.3725,5.84728,0.663365,64.0,0.20636805015500048
